cidade,data,idx_total,idx_1d,idx_2d,idx_3d,idx_4d,var_total,var_1d,var_2d,var_3d,var_4d,preco_total,preco_1d,preco_2d,preco_3d,preco_4d
Índice FipeZAP,2009-02-01,49.245623076693576,48.27327812106053,48.68448492177622,49.41865275429251,52.65885075957521,0.01318380423617617,0.022465845056115062,0.010954652237849881,0.00953218302896943,0.0077110849579068675,2624.8008269539164,2948.893217216181,2386.5875589001043,2514.68706122001,3162.6893715125334
Índice FipeZAP,2009-03-01,49.79738072934897,49.01349714131759,49.172560794659766,49.94099568274196,53.045567066269875,0.011204196803360681,0.01533392901971009,0.01002528574899714,0.010569752499051772,0.007343804528896665,2654.209611988732,2994.1113364956786,2410.5137811430795,2541.2666810696733,3185.9155440425407
Índice FipeZAP,2009-04-01,50.54291192053071,49.91983871565163,49.953835467539015,50.628841881648285,53.50242109068268,0.014971293274112831,0.018491673257283386,0.015888427615998756,0.013773177516843592,0.008612482619745778,2693.9465625007847,3049.4774650260842,2448.8130548721388,2576.267998185686,3213.3541862935845
Índice FipeZAP,2009-05-01,51.2800256808521,50.54040469989777,50.80346324058695,51.38424195937819,54.118743962725155,0.014583919531196836,0.012431249783897466,0.017008259027478233,0.014920350726089092,0.011519532377756317,2733.23486238964,3087.38628110419,2490.4631016192743,2614.7068202830155,3250.3705238837924
Índice FipeZAP,2009-06-01,52.08869085515517,51.14295883710084,51.83513375183435,52.11922324129297,54.834905127872915,0.01576959378561751,0.011922226202598972,0.02030709021473149,0.014303631889633076,0.013233144613279053,2776.3368658902127,3124.1947987223143,2541.0371605003174,2652.106624139657,3293.3831470730856
Índice FipeZAP,2009-07-01,53.01319251573822,52.08021750165657,52.866348615882856,52.8588854414537,55.90709686992792,0.017748606183131784,0.018326250296566884,0.019894129510411748,0.014191734913936774,0.019553088303056153,2825.612975554609,3181.4495745789322,2591.5888828620796,2689.744618312943,3357.7789585636024
Índice FipeZAP,2009-08-01,53.97870666468058,52.966179765209255,53.991286732180185,53.672442699546565,56.91847673890304,0.018212714668254127,0.017011493155236937,0.021278907012680696,0.0153911163903361,0.018090366440027577,2877.0750584413013,3235.5707822406134,2646.735061715599,2731.1427907936786,3418.5224103486325
Índice FipeZAP,2009-09-01,54.91186829109262,53.85082768074351,55.02907342574291,54.64887953264828,57.933145118171524,0.017287587718781573,0.016702128026898737,0.01922137360257016,0.01819251712778799,0.01782669595890595,2926.8127458876234,3289.6116996856886,2697.608945163856,2780.829152793627,3479.463369986624
Índice FipeZAP,2009-10-01,55.83941967532714,54.70587510240609,56.07665387274872,55.62483561154397,58.83703390393138,0.01689163769328505,0.01587807390318613,0.01903685418980278,0.01785866585448728,0.01560227368833709,2976.251406387246,3341.8443973660833,2748.962933314048,2830.4910514317853,3533.7509097736984
Índice FipeZAP,2009-11-01,56.958097801393464,56.248880662150015,57.097828788543865,56.572057687107886,59.86031204978446,0.020033842267179032,0.02820548171207404,0.0182103396916733,0.017028761795879026,0.01739173574799637,3035.8771576102777,3436.10272840059,2799.0224821295155,2878.6908093119846,3595.208971795724
Índice FipeZAP,2009-12-01,58.075753360684054,57.88256291500537,58.09929045844284,57.447981831815305,60.82176972323043,0.019622417223056306,0.029043818003558448,0.017539400203951495,0.015483335422445337,0.016061688296017396,3095.4484058348526,3535.900270685787,2848.115657623443,2923.2625446900724,3652.9540976597523
Índice FipeZAP,2010-01-01,59.06370174432123,59.19076360725886,58.96559716385036,58.41627139379271,61.6970887602008,0.017011374394085548,0.022600946232709966,0.014910796647803603,0.016855066637713557,0.014391541728455198,3148.1062375840847,3615.814962587781,2890.583331023692,2972.5343296803558,3705.525738988354
Índice FipeZAP,2010-02-01,59.98932085012501,60.13036478832905,59.82417406690177,59.47708914130835,62.67374912740292,0.015671539007335974,0.015874118254405562,0.014560641193298628,0.018159627826372184,0.015829926287091473,3197.441907285621,3673.212836889948,2932.6720777460578,3026.514446808466,3764.18393829146
Índice FipeZAP,2010-03-01,61.022838317375864,60.97437597617253,60.87908329971497,60.64923367955555,63.54640269834077,0.01722835752438263,0.01403635568842081,0.0176334943067244,0.019707496704527247,0.013923749306331008,3252.5285796277813,3724.771358787809,2984.3853341324825,3086.159470295148,3816.5954917911486
Índice FipeZAP,2010-04-01,62.11594690207815,61.96719880415613,62.0219208452718,61.8066354291048,64.39318935886884,0.017913106221265764,0.01628262384139149,0.01877225285950024,0.01908353460267058,0.013325485386605261,3310.7914695623567,3785.42040971814,3040.408970255002,3145.0543013358847,3867.4534792435948
Índice FipeZAP,2010-05-01,63.229152524367905,63.04947671537132,63.201194366498655,62.93824866733627,65.02558442928498,0.017921414351851562,0.0174653354048755,0.019013818101003797,0.018308928003846366,0.009820837835687102,3370.1255353209594,3851.5340468223285,3098.218753368091,3202.636874107231,3905.4351127003097
Índice FipeZAP,2010-06-01,64.58830213672732,64.88350114742097,64.45106716267706,64.21038355223182,65.88085992379492,0.021495616469564497,0.029088654301273772,0.019776094561291136,0.02021242903690387,0.01315290745967926,3442.568461282505,3963.5699892399293,3159.489420406263,3267.369944656095,3956.8029393274383
Índice FipeZAP,2010-07-01,66.11145930697491,66.95909805950181,65.68773320725805,65.62185293444355,67.0981604516421,0.023582554732948482,0.03198959481802457,0.01918767367279707,0.021981949088710446,0.018477301742194235,3523.753020442622,4090.362987228597,3220.112672377674,3339.193104433508,4029.9139811717923
Índice FipeZAP,2010-08-01,67.6177517458101,68.85340219725184,66.94445740285569,67.23091783858347,68.43419282246721,0.022784135377212432,0.028290466757283698,0.019131794236717268,0.02452026012961535,0.019911609525986716,3604.0386862962478,4206.081265344011,3281.7192054446496,3421.0709879772353,4110.1560547882
Índice FipeZAP,2010-09-01,69.0281083071036,70.2826500540547,68.41108361673602,68.62458238977152,69.97714960742822,0.020857785490936503,0.02075783928161366,0.021908105178215523,0.020729518441710584,0.022546576810860506,3679.210952116051,4293.390424255428,3353.615454962901,3491.9881421129107,4202.826003982106
Índice FipeZAP,2010-10-01,70.45179064190228,71.6778258243289,70.06575608356779,70.08718776791561,71.14929579729848,0.020624675508486713,0.01985092720893659,0.024187198613924203,0.02131314067365594,0.016750413477056438,3755.093484130715,4378.618205046868,3434.730018046814,3566.4133766165014,4273.225077320932
Índice FipeZAP,2010-11-01,72.15332949773283,73.47662153001734,72.04314346894266,71.63382366364395,72.6418536397988,0.024151818432540082,0.025095567352963668,0.02822188035788014,0.022067312799734815,0.020977830149613203,3845.7858201566546,4488.502113124533,3531.664557677751,3645.1145361714566,4362.868067184038
Índice FipeZAP,2010-12-01,73.67573515926473,74.99248989373044,73.7092217605594,73.24474430275916,73.93659586747653,0.021099589889053368,0.02063062144322768,0.023126118758754362,0.022488268205244303,0.01782363971737053,3926.930323763097,4581.1027010675325,3613.3382516546903,3727.0868494997153,4440.630255747947
Índice FipeZAP,2011-01-01,74.99460567553986,76.10982479894666,75.1080649775056,74.55159059169395,75.34594802649136,0.01790101603226788,0.014899290672967013,0.01897785899151505,0.017842185147550173,0.019061631692388874,3997.22636644638,4649.357881813452,3681.9116754832407,3793.586223129488,4525.275914165091
Índice FipeZAP,2011-02-01,76.53879595222509,77.61507943740449,76.75507859226852,76.10338554737255,76.69445956652221,0.020590684660255362,0.01977740248954899,0.02192858536904359,0.020815048255341903,0.017897598681175624,4079.5319940735353,4741.310103960033,3762.6507899803532,3872.5499034247287,4606.2674863984075
Índice FipeZAP,2011-03-01,78.37735380698903,79.45958493061639,78.47283949591782,77.98005008320997,78.22980212890403,0.024021253952199093,0.023764782650251167,0.022379768676601165,0.024659409332968982,0.02001895014398158,4177.527468109297,4853.9863080580835,3846.8580442709435,3968.0446966556287,4698.48012555846
Índice FipeZAP,2011-04-01,80.48244990813554,82.17163240735567,80.30315038043706,80.19791419246431,79.69169302915083,0.02685847376693139,0.0341311558461755,0.023324132225576628,0.028441429659095227,0.018687135343100406,4289.729480022144,5019.658471213616,3936.582669948542,4080.9015607797055,4786.281259571639
Índice FipeZAP,2011-05-01,82.54341892290805,84.72937681595751,82.03695329450822,82.24051988738292,81.72747037376735,0.025607682384481897,0.031126854045227335,0.021590720984883554,0.025469561340668204,0.025545665642613995,4399.5795100619,5175.904647803972,4021.5763280093292,4184.840333407213,4908.550000300165
Índice FipeZAP,2011-06-01,84.46153721932977,86.85003474801006,83.84528537732507,83.99687800462547,83.7470667775528,0.023237688981760683,0.0250286029679987,0.022042896648355802,0.021356359610173296,0.024711353410905405,4501.815570367246,5305.450310234077,4110.223519371113,4274.213288478614,5029.846914092682
Índice FipeZAP,2011-07-01,86.22322857171964,88.29246492407839,85.5804495717168,85.67934771984753,85.85513534920014,0.020857912493530823,0.016608285537863445,0.020694833186899495,0.020030145824341244,0.025171849627244128,4595.714045595981,5393.564743893391,4195.283909465369,4359.826403931179,5156.457464262281
Índice FipeZAP,2011-08-01,87.72210469754425,89.33245916898095,87.01721159220219,87.2030616150992,87.56415798963803,0.017383669698448585,0.011778969426177384,0.0167884374021822,0.017783911010082417,0.019905887207407602,4675.604420593142,5457.09537810982,4265.7161707638115,4437.361168718098,5259.101324935681
Índice FipeZAP,2011-09-01,89.35080014570002,90.85708042885402,88.42636824335199,88.77749637714064,89.75798148920967,0.018566534099601444,0.017066822900163425,0.016193999156783868,0.01805481060964044,0.025053898192354523,4762.414189504332,5550.2306584773205,4334.79517483624,4517.476884225877,5390.862314113896
Índice FipeZAP,2011-10-01,90.76218026695766,91.79674813966172,89.84388743834097,90.21846807701111,91.53988659841706,0.015795942721902486,0.010342261784908458,0.016030503379805685,0.01623127209793126,0.01985233045176712,4837.641011259718,5607.632596913918,4404.284123537217,4590.801280729862,5497.883494193663
Índice FipeZAP,2011-11-01,92.06123911206664,93.03302047873565,91.18314540276866,91.45051343462768,92.64091625760487,0.014312776988037158,0.013467496007516996,0.014906500626954774,0.013656243382063352,0.012027867851945241,4906.88108820206,5683.153366524478,4469.936587586011,4653.494380338197,5564.011310327215
Índice FipeZAP,2011-12-01,93.06831013152457,93.97457437803502,92.56459607498365,92.35529304497013,93.12577831990987,0.010939142566091317,0.01012064205219024,0.015150285352769115,0.009893652603593423,0.005233778786867283,4960.55815998076,5740.670527474771,4537.657402396723,4699.534437130036,5593.132114693095
Índice FipeZAP,2012-01-01,94.12820412427153,95.34817236419242,93.81331086335159,93.24932569247397,93.74345950967269,0.011388344660487574,0.01461669813615539,0.013490198643079359,0.00968036176408982,0.006632762709815312,5017.050706015016,5824.580175673993,4598.871302129294,4745.027630604253,5630.230032814501
Índice FipeZAP,2012-02-01,95.49913989575398,96.81920611576311,95.28988200617336,94.7367034282988,94.96830758391268,0.014564558882611779,0.015428022531485109,0.015739463080804515,0.01595054682464966,0.013065957674770945,5090.12183643982,5914.441929860733,4671.25506720253,4820.713416010463,5703.79438012248
Índice FipeZAP,2012-03-01,96.834951116299,98.32253523011732,96.82358287550065,96.2496170167677,96.16245435805418,0.013987678025196718,0.015527178693830112,0.016095107235287898,0.015969666810434834,0.012574160838723689,5161.320821796963,6006.276526579961,4746.4394184325365,4897.698603052743,5775.514808049149
Índice FipeZAP,2012-04-01,98.03927819219214,99.2206271641067,98.1977030095306,97.66331167687818,97.61409018087976,0.012436904877937685,0.009134141342953192,0.01419199840804112,0.014687795171841586,0.01509566111343738,5225.511677902171,6061.138705318604,4813.800879102795,4969.634996947797,5862.700022347098
Índice FipeZAP,2012-05-01,98.96128005500495,99.27989222288467,99.30388558422652,98.68691232568062,98.85525712857996,0.009404413004809719,0.0005973058271435436,0.011264851832517499,0.010480912752467847,0.012715038837122074,5274.654547882619,6064.759058786417,4868.02763275713,5021.721307762418,5937.244480821636
Índice FipeZAP,2012-06-01,100.0,100.00000000000004,99.99999999999997,100.00000000000009,99.99999999999994,0.01049622584123504,0.007253309416359164,0.007009941370149327,0.013305590816197397,0.01157998982220075,5330.018513251693,6108.748632775462,4902.152221051025,5088.538276676485,6005.997711481467
Índice FipeZAP,2012-07-01,100.7349224657635,101.14690413266183,100.44127208600834,100.7232656061335,100.72336170564301,0.0073492246576349245,0.011469041326617784,0.0044127208600836625,0.007232656061334155,0.007233617056430599,5369.190016734933,6178.810123298685,4923.784050416162,5125.34192388662,6049.442798968124
Índice FipeZAP,2012-08-01,101.66828305817032,102.39621303642767,101.16976410276658,101.64006117144886,101.61924290259509,0.009265511597768174,0.012351429976811486,0.0072529150779218066,0.009102123127147163,0.008894472759658432,5418.938309105612,6255.127263876622,4959.495837995855,5171.993417146565,6103.2494031546585
Índice FipeZAP,2012-09-01,102.46781982396897,103.19833499713879,102.12889050830842,102.28854263314929,101.91953934744997,0.007864171025109066,0.00783351197202739,0.009480366135553905,0.006380175830537625,0.0029551139752410673,5461.5537667429335,6304.126878184755,5006.513674387811,5204.991644542342,6121.285200760303
Índice FipeZAP,2012-10-01,103.19420280053673,104.34835353780208,102.94424611023881,102.91822373063822,101.82571423482263,0.007088888763473405,0.01114377030109229,0.007983594043490317,0.006155929894780328,-0.0009205802265990721,5500.2701138711045,6374.378620064189,5046.483647137306,5237.033208209063,6115.65006664311
Índice FipeZAP,2012-11-01,104.13642728320632,106.09789166667066,103.92064324105633,103.78557669818443,101.78280028392156,0.009130595102234622,0.016766322318969483,0.009484717871185764,0.008427593637996224,-0.0004214451253649178,5550.490853233783,6481.2535065913335,5094.348120771955,5281.168795956541,6113.072655734086
Índice FipeZAP,2012-12-01,105.19345215787885,108.06438341935328,104.62422426253515,104.81467234272992,102.9216406817484,0.010150385434271405,0.018534692082862184,0.006770368230369596,0.009915594028428192,0.011188927742703737,5606.830474743505,6601.381544646974,5128.838733443274,5333.534721732848,6181.471383964992
Índice FipeZAP,2013-01-01,106.18713648090106,109.20426832593806,105.58400065986481,105.9436956385018,103.63700301316376,0.009446256422223322,0.010548201641620954,0.009173558075052268,0.010771614989932968,0.006950553126405933,5659.794033123869,6671.014248293186,5175.888433422093,5390.985504290794,6224.436029218599
Índice FipeZAP,2013-02-01,107.17218436448827,110.5292571808986,106.56265471519312,106.84509663538797,104.33025706591928,0.009276527423492395,0.012133123322669763,0.009268961672337216,0.008508302371874207,0.00668925222265902,5712.2972676834615,6751.954486855016,5223.863544931775,5436.853639043691,6266.072851761848
Índice FipeZAP,2013-03-01,108.09293604698776,111.40384373392607,107.61580943306343,107.52970619412491,105.37441654744026,0.00859133074462731,0.00791271537811993,0.009882962475785132,0.006407496275408722,0.010008213445321367,5761.373502821761,6805.380780955519,5275.490792324958,5471.690258485806,6328.785046326215
Índice FipeZAP,2013-04-01,109.24961456242832,112.40547268404059,108.84560369061121,108.55200645079364,106.67575418195068,0.010700778031764831,0.00899097299108267,0.011427635623673972,0.009507142657147825,0.012349654471629274,5823.024681833547,6866.567775751123,5335.777178835695,5523.710398348957,6406.943354873558
Índice FipeZAP,2013-05-01,110.35406574033819,113.16734159450395,110.13441235650996,109.65554355399398,107.6928166348096,0.010109428599208114,0.006777863143771484,0.011840704835099481,0.010165976100133846,0.009534148229448442,5881.892134085969,6913.108432402595,5398.956541476148,5579.864306242634,6468.028102516602
Índice FipeZAP,2013-06-01,111.60809647247284,114.73338220074243,111.3847844782518,110.88634627136248,108.35893322375289,0.011363702132057113,0.013838273340817997,0.011353146532387429,0.011224263520817618,0.006185339094640824,5948.732204270611,7008.773916524896,5460.25168621352,5642.494173626304,6508.035049604335
Índice FipeZAP,2013-07-01,112.82186646390015,116.54796506928905,112.59299880582569,111.87677029162421,109.1612573243026,0.01087528620046558,0.015815648713046377,0.01084721161183198,0.008931884344335405,0.007404318930429025,6013.42636952198,7119.622222697815,5519.480191707739,5692.892278998719,6556.222616722015
Índice FipeZAP,2013-08-01,114.15182414245461,117.98801995172799,113.85046301604217,113.18129451149468,110.58655209339506,0.011788119805481284,0.012355898977582491,0.011168227363630923,0.011660367174258142,0.013056782268988735,6084.313360007345,7207.5915556400205,5581.123001417789,5759.273493255343,6641.825787935573
Índice FipeZAP,2013-09-01,115.52282730468015,119.30678925750323,115.2303917731796,114.62392137495387,111.87165665376654,0.012010348257900717,0.011177145834931177,0.01212053706749522,0.012746159775656811,0.011620803217430422,6157.3880823712325,7288.151857576027,5648.769209634724,5832.682113392081,6719.009138421628
Índice FipeZAP,2013-10-01,117.04164293388418,120.43035896138045,116.85998682187346,116.28198373370827,113.06947905770159,0.013147320444281643,0.009417483370977215,0.014142059430827778,0.014465238484823947,0.010707112415812388,6238.341236589967,7356.787906499907,5728.654439508407,5917.053251168464,6790.950324589579
Índice FipeZAP,2013-11-01,118.50623279668984,122.04548314604462,118.4217437227394,117.62080535834711,114.01313973275703,0.012513408271558588,0.013411271033262532,0.013364342606391718,0.011513577440378,0.008345847906258409,6316.404147420717,7455.4517830482055,5805.214140111625,5985.179701994633,6847.62656313756
Índice FipeZAP,2013-12-01,119.64499683669672,123.42021234558621,119.62558852432825,118.60313052130753,114.72761456513588,0.00960931769690596,0.011264072738329354,0.01016574122069526,0.008351627588058488,0.0062666007975358505,6377.100481575337,7539.4305342295675,5864.2284447907205,6035.165693913299,6890.537905219346
Índice FipeZAP,2014-01-01,120.56752291967673,124.52477710945496,120.63712108773815,119.35577884619134,115.44016344031179,0.007710527873047455,0.008949626182588979,0.008455820998566472,0.006345939787386801,0.006210787855014465,6426.271292587747,7606.905619140519,5913.815310814573,6073.464492013776,6933.333574355598
Índice FipeZAP,2014-02-01,121.2489969131683,125.2292946741067,121.39477496148957,119.94818117339736,116.0960537316076,0.005652218582491472,0.005657649674269101,0.006280437289285163,0.004963331754295756,0.005681647285911419,6462.593982603843,7649.942826238845,5950.956657014558,6103.609111185577,6972.726330240654
Índice FipeZAP,2014-03-01,122.02243753535399,126.08681661201024,122.1687949193197,120.62503814420405,117.0410990851727,0.006378944501615831,0.006847614530890271,0.006376056614262596,0.005642911498826573,0.008140202213504064,6503.818510955349,7702.326685896277,5988.900293568706,6138.051237223428,7029.485732548235
Índice FipeZAP,2014-04-01,122.61537197010287,126.70085704358092,122.81549609611322,121.10875227400291,117.80731133616034,0.0048592246370843745,0.004869981240466982,0.005293505409631027,0.00401006405668945,0.0065465230331615025,6535.422026098908,7739.83687236454,6020.602569670453,6162.665215867935,7075.504422807643
Índice FipeZAP,2014-05-01,123.2139568350727,127.389733182938,123.4161276784987,121.6173768463836,118.59132387313016,0.004881809314380095,0.005437028252461842,0.004890519531146305,0.004199734229198888,0.006655041423809989,6567.326710219322,7781.918584109032,6050.046444126696,6188.546771918109,7122.592197835779
Índice FipeZAP,2014-06-01,123.82640519092247,128.0329455592511,124.03857152911556,122.18208434025931,119.38676211873509,0.004970608619196964,0.005049169664162766,0.005043456332047154,0.004643312563705409,0.006707389880021057,6599.97032097022,7821.210811352901,6080.559589174505,6217.282128895234,7170.366200663059
Índice FipeZAP,2014-07-01,124.56671635642505,128.9802964339569,124.76278836616144,122.86990766234015,120.1413532265982,0.005978621154035092,0.007399274230298861,0.005838642191037246,0.005629494093138509,0.0063205592853973445,6639.429043147176,7879.082094959079,6116.0618009369755,6252.282281915225,7215.68692533236
Índice FipeZAP,2014-08-01,125.41191582719809,130.2071907875261,125.54589078492604,123.60918728231216,120.80823035426967,0.006785114800286256,0.009512261853091682,0.006276730658393976,0.006016767116026805,0.005550770902452524,6684.478331413285,7954.029987008335,6154.450673551549,6289.900808349169,7255.739550358702
Índice FipeZAP,2014-09-01,126.10644750590032,131.04745366207015,126.2918368458939,124.26863235912732,121.17293531955472,0.005538003897964658,0.0064532755023891724,0.00594162067992927,0.0053349196068172965,0.0030188751562335732,6721.496998468511,8005.3595338687655,6191.018084947126,6323.4569234965675,7277.643722227383
Índice FipeZAP,2014-10-01,126.67566299400167,131.62735210160122,126.87467934003573,124.87079690703929,121.57735646684004,0.004513769909145238,0.004425102688576084,0.0046150448730352105,0.004845668102081816,0.0033375534414413744,6751.836289364609,8040.784071865106,6219.589911218929,6354.098297005643,7301.9332470780855
Índice FipeZAP,2014-11-01,127.24089507567997,132.0108249918293,127.5795398750424,125.5284667958229,121.92661830822387,0.004462041629141238,0.002913322224487985,0.005555565055794694,0.005266803008178203,0.002872754035239184,6781.9632639609,8064.20946680398,6254.143247591071,6387.564081030571,7322.909905278676
Índice FipeZAP,2014-12-01,127.66480457379386,132.59258191404996,127.91896376766569,125.90406284565206,122.37587910351374,0.0033315507397346763,0.004406888012832816,0.002660488452581944,0.002992118516352832,0.0036846818317732783,6804.557718689803,8099.74753483621,6270.782323482081,6406.6764297918135,7349.892498362369
Índice FipeZAP,2015-01-01,128.15648664778763,133.30681027174714,128.2669110039777,126.34901514429863,123.01944965442031,0.003851351792964737,0.005386638885727003,0.002720059841509933,0.0035340583027256,0.00525896570158392,6830.764464260011,8143.377949871931,6287.839226655035,6429.317997821396,7388.545330921586
Índice FipeZAP,2015-02-01,128.36841666073127,133.5097178963481,128.24282797158938,126.69855763497115,123.66675247416805,0.001653681514585274,0.0015221099671302017,-0.00018775717135326162,0.0027664836981382518,0.005261792517899403,6842.060373185043,8155.7730666155385,6286.658639747915,6447.104601252515,7427.42232346199
Índice FipeZAP,2015-03-01,128.5440120754345,133.1728715654453,128.42581925487582,127.17150403219159,124.16521549319039,0.001367902006358211,-0.0025230098318709763,0.0014269124143688945,0.0037328475244606837,0.0040306954702838465,6851.419641297146,8135.195970981958,6295.629151005872,6471.17065970324,7457.3600009770535
Índice FipeZAP,2015-04-01,129.0475551075526,133.52162668745922,128.9625254657316,127.79852043412767,124.6623162417258,0.003917281124091507,0.002618815062814969,0.004179114557880533,0.004930478779093081,0.004003542751976865,6878.25857813123,8156.500544729718,6321.939306441857,6503.076629316797,7487.215860557848
Índice FipeZAP,2015-05-01,129.26025339987598,133.54532852350187,129.22253691478485,128.10156788189585,125.01623147759396,0.0016482163660218312,0.0001775130863116614,0.002016178328659758,0.0023712907374728474,0.00283899133706062,6889.595436489437,8157.948430314917,6334.685463466609,6518.497314692972,7508.472001524674
Índice FipeZAP,2015-06-01,129.4274737200547,133.64501832423068,129.29390601183468,128.39433873549632,125.38809232830955,0.0012936716104169719,0.0007464866186710972,0.0005522960526373899,0.002285458784317153,0.002974500561411081,6898.5083105128815,8164.038229653954,6338.18408524278,6533.395071641385,7530.805955708548
Índice FipeZAP,2015-07-01,129.58989016548844,133.64423338699024,129.43037020739877,128.58129744952296,125.94346957277989,0.001254883841625847,-5.873299658229047e-06,0.001055457289314258,0.0014561289529424232,0.0044292662417749085,6907.165137123065,8163.99027981101,6344.873767836565,6542.908537366213,7564.161900301525
Índice FipeZAP,2015-08-01,129.57770537597918,133.28803927996051,129.43763166700765,128.71571977630524,126.3451779957877,-9.402577233231428e-05,-0.0026652411256556634,5.610321284925934e-05,0.0010454267412805288,0.0031895931116591478,6906.515685586421,8142.231277167804,6345.229735640063,6549.748668916928,7588.288498994201
Índice FipeZAP,2015-09-01,129.42393774523958,132.64313626617698,129.3858927157914,128.69366054835152,126.63945989169116,-0.0011866827730389795,-0.004838416239501864,-0.00039972108999457735,-0.0001713794398388236,0.002329189768629487,6898.319842400611,8102.835773130575,6342.693413493868,6548.626176658963,7605.963062927468
Índice FipeZAP,2015-10-01,129.4101343836597,132.37363404049555,129.4285115362211,128.80979994232513,126.73287910261053,-0.0001066523072960126,-0.0020317841787202127,0.0003293931010183817,0.0009024484460131269,0.0007376785324199125,6897.584120672954,8086.37255960396,6344.782652946148,6554.535974175611,7611.573818597369
Índice FipeZAP,2015-11-01,129.35003195244624,132.01999414352306,129.39799320886894,128.92508774938483,126.76699007685113,-0.0004644337284688304,-0.0026715282052639055,-0.00023579292529839983,0.0008950235704993406,0.00026915646896172486,6894.3806499623615,8064.769587232705,6343.286598084027,6560.4024383661845,7613.622522929623
Índice FipeZAP,2015-12-01,129.35590720977407,132.11449953101257,129.384392134716,128.9416795305779,126.62014742868409,4.5421382887590324e-05,0.000715841476153568,-0.00010511039480335087,0.0001286931929439897,-0.0011583666069377998,6894.693802265636,8070.542683798869,6342.619852725352,6561.246717502976,7604.8031568412325
